objectId,fall_year,vid_id,ACL,bludger_count,time,updatedAt,author_id,stat_name,player_in_id,player_id,createdAt,team_id
2zGmy5iYPj,2017,UduPUwNkXKU,null,2,264,Wed Jan 31 2018 12:38:47 GMT-0600 (Central Standard Time),PnUcE7oTGf,DEFENSE,,,Wed Jan 31 2018 12:38:47 GMT-0600 (Central Standard Time),ZONaVCJXMP
3jzO15mUOd,2017,UduPUwNkXKU,null,2,151,Wed Jan 31 2018 12:34:03 GMT-0600 (Central Standard Time),PnUcE7oTGf,DEFENSE,,,Wed Jan 31 2018 12:34:03 GMT-0600 (Central Standard Time),ZONaVCJXMP
3ki5ARupQ8,2017,UduPUwNkXKU,null,,1861,Wed Jan 31 2018 17:13:54 GMT-0600 (Central Standard Time),PnUcE7oTGf,GAIN_CONTROL,,,Wed Jan 31 2018 17:13:54 GMT-0600 (Central Standard Time),0eHM4yAUtR
3vKncETLOi,2017,UduPUwNkXKU,null,,2672,Wed Feb 07 2018 20:51:44 GMT-0600 (Central Standard Time),PnUcE7oTGf,GOAL,,,Wed Feb 07 2018 20:51:44 GMT-0600 (Central Standard Time),0eHM4yAUtR
3xXWjHCx1P,2017,UduPUwNkXKU,null,,2718,Wed Feb 07 2018 20:54:25 GMT-0600 (Central Standard Time),PnUcE7oTGf,AWAY_GOAL,,,Wed Feb 07 2018 20:54:25 GMT-0600 (Central Standard Time),ZONaVCJXMP
423FCgKzDs,2017,UduPUwNkXKU,null,2,1755,Wed Jan 31 2018 17:00:18 GMT-0600 (Central Standard Time),PnUcE7oTGf,OFFENSE,,,Wed Jan 31 2018 17:00:18 GMT-0600 (Central Standard Time),0eHM4yAUtR
4CDJ3RD2sK,2017,UduPUwNkXKU,null,,2497,Wed Feb 07 2018 20:42:05 GMT-0600 (Central Standard Time),PnUcE7oTGf,START_CLOCK,,,Wed Feb 07 2018 20:42:05 GMT-0600 (Central Standard Time),0eHM4yAUtR
4F3NVAUGte,2017,UduPUwNkXKU,null,,103,Wed Jan 31 2018 12:32:38 GMT-0600 (Central Standard Time),PnUcE7oTGf,AWAY_GOAL,,,Wed Jan 31 2018 12:32:38 GMT-0600 (Central Standard Time),ZONaVCJXMP
4N8wPgd3Tx,2017,UduPUwNkXKU,null,,2970,Wed Feb 07 2018 21:02:21 GMT-0600 (Central Standard Time),PnUcE7oTGf,AWAY_GOAL,,,Wed Feb 07 2018 21:02:21 GMT-0600 (Central Standard Time),ZONaVCJXMP
4QBOfOzezA,2017,UduPUwNkXKU,null,,1632,Wed Jan 31 2018 17:00:09 GMT-0600 (Central Standard Time),PnUcE7oTGf,GAIN_CONTROL,,,Wed Jan 31 2018 17:00:09 GMT-0600 (Central Standard Time),ZONaVCJXMP
